Act Name,Jurisdiction,Category,Procedural Element,Description,Section,Relevancy Scale
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence on a bearing of 212? a distance of approximately 450 metres to the right bank natural boundary of Fish Hatchery Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southerly in a straight line a distance of approximately 1.25 kilometres to the summit of an unnamed mountain, being a point on the southerly boundary of the watershed of Fish Hatchery Creek;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in general southeasterly, easterly and northeasterly directions along the southerly boundary of the watershed of Fish Hatchery Creek to a point lying due East of the northeast corner of District Lot 4916;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,GOLDSTREAM PARK,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"All those parcels or tracts of Crown land, together with all that foreshore or land covered by water, situated in Goldstream District, Highland District and Malahat District and contained within the described boundaries as shown on the Official Plan deposited in the Crown Land Registry as Plan 14 Tube 1910; except (1) the British Columbia Hydro right of way as shown on Plan 2161 R/W; and (2) Trans Canada Highway No. 1 as shown on Plans 671 R/W and 1000 R/W.",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southerly along the westerly boundary of District Lot 666 and continuing due South a distance of approximately 1.10 kilometres to a point lying due East of the headwaters of an unnamed creek flowing southwesterly into Hesquiat Lake;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence easterly along the northerly boundary a distance of approximately 1.04 kilometres to the southwesterly boundary of the watershed of Escalante River (as established on TRIM Digital Elevation Model 092E058);,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence in a general southeasterly direction along the southwesterly boundary of the watershed of Escalante River to the intersection with the northerly boundary of Section 20;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence on a bearing of 328? a distance of approximately 1.35 kilometres to the left natural boundary of the main stream of Homathko River;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a general northerly direction along the left bank natural boundary of the main stream of Homathko River, and continuing in a general northerly direction along the left bank natural boundary of Homathko River to the most southerly corner of Homalco Indian Reserve No. 2A, being District Lot 1047;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence northwesterly along the southerly boundary of the right of way of the West Coast Road a distance of approximately 100 metres to the intersection with the left bank natural boundary of an unnamed creek flowing southwesterly into Juan de Fuca Strait;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"Commencing at the summit of Blacktail Mountain, being a point on the northerly boundary of the watershed of Blacktail Creek;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence northeasterly along the northerly boundary of the watershed of Blacktail Creek to the summit of Nasokwen Mountain, being a point;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due East a distance of approximately 1.0 kilometre to the easterly boundary of the watershed of Ben Hur Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southeasterly in a straight line to the point where the easterly boundary of the watershed of Deer Creek meets the southerly boundary of the watershed of Kemp Creek, lying 2.4 kilometres due South and approximately 500 metres due West of the summit of Mount Kemp;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence easterly along the southerly boundary of the watershed of Kemp Creek to a point lying 1.90 kilometres due West and approximately 500 metres due South of the summit of True Blue Mountain;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due South to the northerly boundary of the watershed of Fletcher Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence westerly along the northerly boundary of the watershed of Fletcher Creek to a point lying due South of the summit of Trafalgar Mountain;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southeasterly in a straight line to a point on the easterly boundary of the watershed of Pontiac Creek lying due East of the northeast corner of District Lot 2261, surveyed as the Tecumsie Mineral Claim;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence in a general southerly direction along the easterly boundary of the watershed of Pontiac Creek to the northerly boundary of the watershed of Lendrum Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a general northeasterly direction along the northerly boundary of the watershed of Lendrum Creek to a point lying 800 metres due West and approximately 300 metres due South of the southwest corner of District Lot 9267, surveyed as the Grant Mineral Claim;",4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence due South to the northerly boundary of the watershed of Cedar Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence westerly and southerly along the northerly and westerly boundaries of the watershed of Cedar Creek to the northerly boundary of the watershed of an unnamed creek that is tributary to and that flows southerly into Coffee Creek;,4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence easterly and southerly along the northerly and easterly boundaries of the watershed of that unnamed creek produced to the left bank natural boundary of Coffee Creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence southerly in a straight line, crossing Coffee Creek, to the point where the natural boundary of Coffee Creek meets the natural boundary of an unnamed creek that flows northerly into Coffee Creek, on the right banks of Coffee Creek;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,thence southeasterly in a straight line on a bearing 152? a distance of approximately 400 metres to the southerly boundary of the watershed of that unnamed creek;,4-19,3
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence in a general westerly direction along the southerly boundaries of those unnamed creeks, that are tributary to and that flow northerly into Coffee Creek, to a point lying 1.92 kilometres due South and approximately 4.45 kilometres due East of the southwest corner of District Lot 11486;",4-19,2
Protected Areas of British Columbia Act,Provincial,Act,Spent,"thence due West a distance of approximately 6.95 kilometres to the natural boundary of the first unnamed creek lying to the west of Alpine Creek that flows northwesterly into Lemon Creek, on the left bank of Lemon Creek;",4-19,2
